"Клиент Имя Фамилия (e-17318627), период 01.05.2023 - 17.06.2023"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Ср. позиция показов";"Отказы (%)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 01.05.2023 по 17.06.2023";;1578,24;3560;369;10,37;56816,76;153,97;2,88;26,32;1,63;9469,46;6
"Другие поисковые запросы";;-;2;0;0,00;0,00;-;3,00;-;-;-;-

"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип условия показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Ср. позиция показов";"Отказы (%)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"сервер aurora sm 550";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Сервер ST550 -Lenovo -ThinkSystem -Леново";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер dell";"Сервера Lenovo Москва";87622199;"Lenovo SR630";5192409062;'---autotargeting;"автотаргетинг";-;-;"Широкие запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер dell poweredge r240 r240 7648";"Lenovo горячие Северо-Запад";87574928;"Горячие";5191696767;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер dell poweredge r540 1x3204 1x16gb 2rrd x14 2x1tb 7.2k 3.5 sata h730p+ lp id9en 1g 2p 40m nbd без ос dell";"Lenovo горячие Северо-Запад";87574928;"Горячие";5191696767;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер dell poweredge r540 1х3204 1х6gb 2rrd х14 2х1tb 7.2k";"Сервера Lenovo Москва";87622199;"Lenovo SN550";5192409066;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер dell r620 10sff";"Сервера Lenovo Поволжье";87672026;"Lenovo SR630";5192968576;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер dell r720xd";"Lenovo горячие Северо-Запад";87574928;"Горячие";5191696767;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер dell r720xd h710";"Lenovo горячие Северо-Запад";87574928;"Горячие";5191696767;'---autotargeting;"автотаргетинг";-;-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер depo storm 3450a2ru цена";"Сервера Lenovo Северо-Запад";87670802;"Lenovo SR630";5192956576;'---autotargeting;"автотаргетинг";-;-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер hpe dl380 g10";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;'---autotargeting;"автотаргетинг";-;-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Леново Москва";"фраза";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;3,00;-;-;-;-
"сервер lenovo";"Lenovo Холодные Москва";88058478;"Холодные";5198942142;"Сервер Lenovo -think -SD530 -SN550 -SR665 -sr650 -SR645 -SR250 -SD650 -ST550 -SR570 -SR860 -SR950 -SR850P -SR530 -SR655 -SN850 -SR550 -ST250 -SR670 -SR635 -ST50 -SR590 -SR630 -SR850";"фраза";"пословное";-;"Широкие запросы";2;0;0,00;0,00;-;5,00;-;-;-;-
"сервер lenovo 7z73 cto1ww";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Леново Москва";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo rack 1u xeon e 2224 4c 16gb 2666 1r udimm nohdd upto 8 10 sff sw raid 2xgbe nopci riser 450w 2.8m p c xcc standard thinksystem sr250 7y51a07kea";"Сервера Lenovo ДВосток";87795990;"Lenovo ThinkSystem SR250 - 8851782002052089839";5194670932;"Lenovo ThinkSystem SR250 Rack";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo sn550 8sff";"Сервера Lenovo ЦФО";87636764;"Lenovo SN550";5192441852;"Сервер Lenovo SN550 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;3,00;-;-;-;-
"сервер lenovo sr250";"Сервера Lenovo Поволжье";87672026;"Lenovo ThinkSystem SR250 - 8851782002052089839";5192968570;"Сервер Lenovo SR250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr250 fqxsfma0076m";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR250 - 8851782002052089839";5192335014;"Сервер Lenovo SR250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;3,50;-;-;-;-
"сервер lenovo sr250 память";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR250 - 8851782002052089839";5192335014;"Сервер Lenovo SR250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";4;0;0,00;0,00;-;3,00;-;-;-;-
"сервер lenovo sr530";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192334999;"Сервер Lenovo SR530 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;3,00;-;-;-;-
"сервер lenovo sr530 xeon silver 4208";"Сервера Lenovo Поволжье";87672026;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192968555;"Сервер Lenovo SR530 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr530 xeon silver 4208 вес";"Сервера Lenovo Поволжье";87672026;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192968555;"Сервер Lenovo SR530 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo sr530 с по и лис";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192334999;"Сервер Lenovo SR530 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo sr530 тип 7x8 7x08cto1ww";"Сервера Lenovo Юг";87673229;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192986653;"Сервер Lenovo SR530 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr570 xeon silver 4214";"Сервера | Lenovo | Краснодар, Ростов-на-Дону";87700156;"Lenovo ThinkSystem SR570 - 7941690042478765188";5193218671;"Сервер Lenovo SR570 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo sr590 s4atq115";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Lenovo Москва";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;3,00;-;-;-;-
"сервер lenovo sr630 1u 10sff 6xsata sas 4xanybay 2x cpu intel 6248r 24 core 3.0ghz 768gb ram 12x 64gb 4x ssd 3.84tb u 2 nvme ri 2x 1gbit 2x psu гарантия 5 лет";"Сервера Lenovo Екатеринбург, Челябинск";87795663;"Lenovo SR630";5194664988;"сервер lenovo SR630 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr630 pci express";"Сервера Lenovo Москва";87622199;"Lenovo SR630";5192409062;"сервер lenovo SR630 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo СП-б";87670033;"Lenovo SR650";5192946200;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Юг";87673229;"Lenovo SR650";5192986671;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Юг";87673229;"Lenovo SR650";5192986671;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Сибирь";87794735;"Lenovo SR650";5194659703;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Красноярск, Новосибирск, Омск";87795203;"Lenovo SR650";5194661668;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Екатеринбург, Челябинск";87795663;"Lenovo SR650";5194664985;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo sr650";"Сервера Lenovo Екатеринбург, Челябинск";87795663;"Lenovo SR650";5194664985;"сервер lenovo sr650 -thinksystem -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;5,00;-;-;-;-
"сервер lenovo sr650 купить в екатеринбурге";"Сервера Lenovo Екатеринбург, Челябинск";87795663;"Lenovo SR650";5194664985;"Купить Сервер Lenovo SR650 -V2 -V3";"фраза";"пословное";-;"Целевые запросы";2;0;0,00;0,00;-;5,00;-;-;-;-
"сервер lenovo sr850";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192335008;"Сервер Lenovo SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"не определена";1;0;0,00;0,00;-;5,00;-;-;-;-
"сервер lenovo st 50";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem ST50 - 2070541473539004687";5192334982;"Сервер Леново ST50 -V2";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st250 8sff";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem ST250 - 3940901538505491239";5192946174;"Сервер Lenovo ST250 -V2 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st250 8sff арт no 2213 st250 8sff";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem ST250 - 3940901538505491239";5192946174;"Сервер Lenovo ST250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st250 tower xeon e 2236 2x8gb 240ssd m 2 2x4tb raid 930 8i nvidia quadro p620";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem ST250 - 3940901538505491239";5192946174;"Сервер Lenovo ST250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo st250 tower гранит арм расшифровщика ver 2021";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem ST250 - 3940901538505491239";5192946174;"Сервер Lenovo ST250 -V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Lenovo Москва";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff";"Сервера Lenovo Юг";87673229;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192986665;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff 6130 2х32gb 530 8i 2хssd 1 92tb sata 4хhdd 1 8tb sas 2х550w";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192946194;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff refurbished 1 x intel xeon gold 6130 16c 2 1ghz 125w 2 × 32gb ddr4 rdimm 2400mhz raid lenovo 530 8i xclarity controller xcc standard 2x блок питания lenovo 550w";"Сервера Lenovo Красноярск, Новосибирск, Омск";87795203;"Lenovo ThinkSystem ST550 - 8393790632891645354";5194661662;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo st550 8sff в курске";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";3;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff плюсы";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Сервер Lenovo ST550 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"сервер lenovo st550 8sff средняя цена";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Цена Сервер Lenovo ST550";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st550 8sff цена";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem ST550 - 8393790632891645354";5192441839;"Цена Сервер Lenovo ST550";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo st5508sff";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Lenovo Москва";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"сервер lenovo system x3250 m6";"Lenovo Горячие Москва";87571988;"Горячие";5191675769;"Сервер Леново Москва";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
